"Time","helm"
2025-09-10 10:34:00,94.1 MiB
2025-09-10 10:35:00,1.07 GiB
2025-09-10 10:36:00,1.23 GiB
2025-09-10 10:37:00,1.20 GiB
2025-09-10 10:38:00,1.20 GiB
2025-09-10 10:39:00,1.21 GiB
