"Time","helm"
2025-09-10 10:34:00,0.000605
2025-09-10 10:35:00,0.238
2025-09-10 10:36:00,0.853
2025-09-10 10:37:00,1.61
2025-09-10 10:38:00,2.25
2025-09-10 10:39:00,2.89
