"Time","{__name__=""bitrate"", job=""dash-js-internals-exporter"", pageUrl=""https://192.168.14.161:30064/?type=dash&url=https://192.168.14.161:30066/360_mono.mpd"", peerConnectionId=""1_audio""}","{__name__=""bufferLevel"", job=""dash-js-internals-exporter"", pageUrl=""https://192.168.14.161:30064/?type=dash&url=https://192.168.14.161:30066/360_mono.mpd"", peerConnectionId=""1_audio""}"
2025-09-15 15:24:00,7,0.103
2025-09-15 15:24:01,7,0.103
2025-09-15 15:24:02,7,0.103
2025-09-15 15:24:03,7,0.103
2025-09-15 15:24:04,7,0.103
2025-09-15 15:24:05,7,0.103
2025-09-15 15:24:06,7,0.103
2025-09-15 15:24:07,7,0.103
2025-09-15 15:24:08,7,0.103
2025-09-15 15:24:09,7,0.103
2025-09-15 15:24:10,7,0.103
2025-09-15 15:24:11,7,0.103
2025-09-15 15:24:12,7,0.103
2025-09-15 15:24:13,7,0.103
2025-09-15 15:24:14,7,0.103
2025-09-15 15:24:15,7,0.103
2025-09-15 15:24:16,7,0.103
2025-09-15 15:24:17,7,0.103
2025-09-15 15:24:18,7,0.103
2025-09-15 15:24:19,7,0.103
2025-09-15 15:24:20,7,0.103
2025-09-15 15:24:21,7,0.103
2025-09-15 15:24:22,7,0.103
2025-09-15 15:24:23,7,0.103
2025-09-15 15:24:24,7,0.103
2025-09-15 15:24:25,7,0.103
2025-09-15 15:24:26,7,0.103
2025-09-15 15:24:27,7,0.103
2025-09-15 15:24:28,7,0.103
2025-09-15 15:24:29,7,0.103
2025-09-15 15:24:30,7,0.103
2025-09-15 15:24:31,7,0.103
2025-09-15 15:24:32,7,0.103
2025-09-15 15:24:33,7,0.103
2025-09-15 15:24:34,7,0.103
2025-09-15 15:24:35,7,0.103
2025-09-15 15:24:36,7,0.103
2025-09-15 15:24:37,7,0.103
2025-09-15 15:24:38,7,0.103
2025-09-15 15:24:39,7,0.103
2025-09-15 15:24:40,7,0.103
2025-09-15 15:24:41,7,0.103
2025-09-15 15:24:42,7,0.103
2025-09-15 15:24:43,7,0.103
2025-09-15 15:24:44,7,0.103
2025-09-15 15:24:45,7,0.103
2025-09-15 15:24:46,7,0.103
2025-09-15 15:24:47,7,0.103
2025-09-15 15:24:48,7,0.103
2025-09-15 15:24:49,7,0.103
2025-09-15 15:24:50,7,0.103
2025-09-15 15:24:51,7,0.103
2025-09-15 15:24:52,7,0.103
2025-09-15 15:24:53,7,0.103
2025-09-15 15:24:54,7,0.103
2025-09-15 15:24:55,7,0.103
2025-09-15 15:24:56,7,0.103
2025-09-15 15:24:57,7,0.103
2025-09-15 15:24:58,7,0.103
2025-09-15 15:24:59,7,0.103
2025-09-15 15:25:00,7,0.103
2025-09-15 15:25:01,7,0.103
2025-09-15 15:25:02,7,0.103
2025-09-15 15:25:03,7,0.103
2025-09-15 15:25:04,7,0.103
2025-09-15 15:25:05,7,0.103
2025-09-15 15:25:06,7,0.103
2025-09-15 15:25:07,7,0.103
2025-09-15 15:25:08,7,0.103
2025-09-15 15:25:09,7,0.103
2025-09-15 15:25:10,7,0.103
2025-09-15 15:25:11,7,0.103
2025-09-15 15:25:12,7,0.103
2025-09-15 15:25:13,7,0.103
2025-09-15 15:25:14,7,0.103
2025-09-15 15:25:15,7,0.103
2025-09-15 15:25:16,7,0.103
2025-09-15 15:25:17,7,0.103
2025-09-15 15:25:18,7,0.103
2025-09-15 15:25:19,7,0.103
2025-09-15 15:25:20,7,0.103
2025-09-15 15:25:21,7,0.103
2025-09-15 15:25:22,7,0.103
2025-09-15 15:25:23,7,0.103
2025-09-15 15:25:24,7,0.103
2025-09-15 15:25:25,7,0.103
2025-09-15 15:25:26,7,0.103
2025-09-15 15:25:27,7,0.103
2025-09-15 15:25:28,7,0.103
2025-09-15 15:25:29,7,0.103
2025-09-15 15:25:30,7,0.103
2025-09-15 15:25:31,7,0.103
2025-09-15 15:25:32,7,0.103
2025-09-15 15:25:33,7,0.103
2025-09-15 15:25:34,7,0.103
2025-09-15 15:25:35,7,0.103
2025-09-15 15:25:36,7,0.103
2025-09-15 15:25:37,7,0.103
2025-09-15 15:25:38,7,0.103
2025-09-15 15:25:39,7,0.103
2025-09-15 15:25:40,7,0.103
2025-09-15 15:25:41,7,0.103
2025-09-15 15:25:42,7,0.103
2025-09-15 15:25:43,7,0.103
2025-09-15 15:25:44,7,0.103
2025-09-15 15:25:45,7,0.103
2025-09-15 15:25:46,7,0.103
2025-09-15 15:25:47,7,0.103
2025-09-15 15:25:48,7,0.103
2025-09-15 15:25:49,7,0.103
2025-09-15 15:25:50,7,0.103
2025-09-15 15:25:51,7,0.103
2025-09-15 15:25:52,7,0.103
2025-09-15 15:25:53,7,0.103
2025-09-15 15:25:54,7,0.103
2025-09-15 15:25:55,7,0.103
2025-09-15 15:25:56,7,3.75
2025-09-15 15:25:57,7,6.97
2025-09-15 15:25:58,7,7.89
2025-09-15 15:25:59,7,6.91
2025-09-15 15:26:00,7,8.09
2025-09-15 15:26:01,7,7.04
2025-09-15 15:26:02,7,7.93
2025-09-15 15:26:03,7,6.91
2025-09-15 15:26:04,7,8.12
2025-09-15 15:26:05,7,7.05
2025-09-15 15:26:06,7,7.97
2025-09-15 15:26:07,7,6.92
2025-09-15 15:26:08,7,8.12
2025-09-15 15:26:09,7,8.00
2025-09-15 15:26:10,7,8.00
2025-09-15 15:26:11,7,8.13
2025-09-15 15:26:12,7,8.13
2025-09-15 15:26:13,7,7.07
2025-09-15 15:26:14,7,8.01
2025-09-15 15:26:15,7,6.94
2025-09-15 15:26:16,7,7.88
2025-09-15 15:26:17,7,8.02
2025-09-15 15:26:18,7,8.02
2025-09-15 15:26:19,7,6.95
2025-09-15 15:26:20,7,7.89
2025-09-15 15:26:21,7,8.02
2025-09-15 15:26:22,7,8.02
2025-09-15 15:26:23,7,5.90
2025-09-15 15:26:24,7,5.90
2025-09-15 15:26:25,7,6.04
2025-09-15 15:26:26,7,6.97
2025-09-15 15:26:27,7,7.91
2025-09-15 15:26:28,7,7.91
2025-09-15 15:26:29,7,6.84
2025-09-15 15:26:30,7,7.85
2025-09-15 15:26:31,7,6.98
2025-09-15 15:26:32,7,7.92
2025-09-15 15:26:33,7,6.85
2025-09-15 15:26:34,7,7.90
2025-09-15 15:26:35,7,6.99
2025-09-15 15:26:36,7,7.93
2025-09-15 15:26:37,7,6.86
2025-09-15 15:26:38,7,7.94
2025-09-15 15:26:39,7,7
2025-09-15 15:26:40,7,7.93
2025-09-15 15:26:41,7,6.87
2025-09-15 15:26:42,7,7.98
2025-09-15 15:26:43,7,7.01
2025-09-15 15:26:44,7,7.82
2025-09-15 15:26:45,7,6.88
2025-09-15 15:26:46,7,7.82
2025-09-15 15:26:47,7,7.02
2025-09-15 15:26:48,7,7.86
2025-09-15 15:26:49,7,6.89
2025-09-15 15:26:50,7,7.83
2025-09-15 15:26:51,7,7.96
2025-09-15 15:26:52,7,7.96
2025-09-15 15:26:53,7,6.90
2025-09-15 15:26:54,7,7.83
2025-09-15 15:26:55,7,7.04
2025-09-15 15:26:56,7,7.94
2025-09-15 15:26:57,7,6.91
2025-09-15 15:26:58,7,7.05
2025-09-15 15:26:59,7,7.05
2025-09-15 15:27:00,7,7.98
2025-09-15 15:27:01,7,7.85
2025-09-15 15:27:02,7,6.79
2025-09-15 15:27:03,7,7.99
2025-09-15 15:27:04,7,6.93
2025-09-15 15:27:05,7,7.86
2025-09-15 15:27:06,7,6.80
2025-09-15 15:27:07,7,8
2025-09-15 15:27:08,7,6.94
2025-09-15 15:27:09,7,5.88
2025-09-15 15:27:10,7,6.81
