"Time","{__name__=""bitrate"", job=""dash-js-internals-exporter"", pageUrl=""https://192.168.14.161:30064/?type=dash&url=https://192.168.14.161:30066/360_mono.mpd"", peerConnectionId=""1_video""}","{__name__=""bufferLevel"", job=""dash-js-internals-exporter"", pageUrl=""https://192.168.14.161:30064/?type=dash&url=https://192.168.14.161:30066/360_mono.mpd"", peerConnectionId=""1_video""}","{__name__=""liveLatency"", job=""dash-js-internals-exporter"", pageUrl=""https://192.168.14.161:30064/?type=dash&url=https://192.168.14.161:30066/360_mono.mpd"", peerConnectionId=""1_video""}","{__name__=""droppedFrames"", job=""dash-js-internals-exporter"", pageUrl=""https://192.168.14.161:30064/?type=dash&url=https://192.168.14.161:30066/360_mono.mpd"", peerConnectionId=""1_video""}","{__name__=""frameheight"", job=""dash-js-internals-exporter"", pageUrl=""https://192.168.14.161:30064/?type=dash&url=https://192.168.14.161:30066/360_mono.mpd"", peerConnectionId=""1_video""}"
2025-09-15 15:24:00,1000,0,61.3,40,360
2025-09-15 15:24:01,1000,0,62.3,40,360
2025-09-15 15:24:02,1000,0,63.3,40,360
2025-09-15 15:24:03,1000,0,64.3,40,360
2025-09-15 15:24:04,1000,0,65.3,40,360
2025-09-15 15:24:05,1000,0,66.3,40,360
2025-09-15 15:24:06,1000,0,67.3,40,360
2025-09-15 15:24:07,1000,0,68.3,40,360
2025-09-15 15:24:08,1000,0,69.3,40,360
2025-09-15 15:24:09,1000,0,70.3,40,360
2025-09-15 15:24:10,1000,0,71.3,40,360
2025-09-15 15:24:11,1000,0,72.3,40,360
2025-09-15 15:24:12,1000,0,73.3,40,360
2025-09-15 15:24:13,1000,0,74.3,40,360
2025-09-15 15:24:14,1000,0,75.3,40,360
2025-09-15 15:24:15,1000,0,76.3,40,360
2025-09-15 15:24:16,1000,0,77.3,40,360
2025-09-15 15:24:17,1000,0,78.3,40,360
2025-09-15 15:24:18,1000,0,78.3,40,360
2025-09-15 15:24:19,1000,0,78.3,40,360
2025-09-15 15:24:20,1000,0,78.3,40,360
2025-09-15 15:24:21,1000,0,78.3,40,360
2025-09-15 15:24:22,1000,0,78.3,40,360
2025-09-15 15:24:23,1000,0,78.3,40,360
2025-09-15 15:24:24,1000,0,78.3,40,360
2025-09-15 15:24:25,1000,0,78.3,40,360
2025-09-15 15:24:26,1000,0,78.3,40,360
2025-09-15 15:24:27,1000,0,78.3,40,360
2025-09-15 15:24:28,1000,0,78.3,40,360
2025-09-15 15:24:29,1000,0,78.3,40,360
2025-09-15 15:24:30,1000,0,78.3,40,360
2025-09-15 15:24:31,1000,0,78.3,40,360
2025-09-15 15:24:32,1000,0,78.3,40,360
2025-09-15 15:24:33,1000,0,78.3,40,360
2025-09-15 15:24:34,1000,0,78.3,40,360
2025-09-15 15:24:35,1000,0,78.3,40,360
2025-09-15 15:24:36,1000,0,78.3,40,360
2025-09-15 15:24:37,1000,0,78.3,40,360
2025-09-15 15:24:38,1000,0,78.3,40,360
2025-09-15 15:24:39,1000,0,78.3,40,360
2025-09-15 15:24:40,1000,0,78.3,40,360
2025-09-15 15:24:41,1000,0,78.3,40,360
2025-09-15 15:24:42,1000,0,78.3,40,360
2025-09-15 15:24:43,1000,0,78.3,40,360
2025-09-15 15:24:44,1000,0,78.3,40,360
2025-09-15 15:24:45,1000,0,78.3,40,360
2025-09-15 15:24:46,1000,0,78.3,40,360
2025-09-15 15:24:47,1000,0,78.3,40,360
2025-09-15 15:24:48,1000,0,78.3,40,360
2025-09-15 15:24:49,1000,0,78.3,40,360
2025-09-15 15:24:50,1000,0,78.3,40,360
2025-09-15 15:24:51,1000,0,78.3,40,360
2025-09-15 15:24:52,1000,0,78.3,40,360
