"Time","{__name__=""bitrate"", job=""dash-js-internals-exporter"", pageUrl=""https://192.168.14.161:30064/?type=dash&url=https://192.168.14.161:30066/360_mono.mpd"", peerConnectionId=""1_audio""}","{__name__=""bufferLevel"", job=""dash-js-internals-exporter"", pageUrl=""https://192.168.14.161:30064/?type=dash&url=https://192.168.14.161:30066/360_mono.mpd"", peerConnectionId=""1_audio""}"
2025-09-15 10:43:00,7,0.216
2025-09-15 10:43:01,7,0.216
2025-09-15 10:43:02,7,0.216
2025-09-15 10:43:03,7,0.216
2025-09-15 10:43:04,7,0.216
2025-09-15 10:43:05,7,0.216
2025-09-15 10:43:06,7,0.216
2025-09-15 10:43:07,7,0.216
2025-09-15 10:43:08,7,0.216
2025-09-15 10:43:09,7,0.216
2025-09-15 10:43:10,7,0.216
2025-09-15 10:43:11,7,0.216
2025-09-15 10:43:12,7,0.216
2025-09-15 10:43:13,7,0.216
2025-09-15 10:43:14,7,0.216
2025-09-15 10:43:15,7,0.216
2025-09-15 10:43:16,7,0.216
2025-09-15 10:43:17,7,0.216
2025-09-15 10:43:18,7,0.216
2025-09-15 10:43:19,7,0.216
2025-09-15 10:43:20,7,0.216
2025-09-15 10:43:21,7,0.216
2025-09-15 10:43:22,7,0.216
2025-09-15 10:43:23,7,0.216
2025-09-15 10:43:24,7,0.216
2025-09-15 10:43:25,7,0.216
2025-09-15 10:43:26,7,0.216
2025-09-15 10:43:27,7,0.216
2025-09-15 10:43:28,7,0.216
2025-09-15 10:43:29,7,0.216
2025-09-15 10:43:30,7,0.216
2025-09-15 10:43:31,7,0.216
2025-09-15 10:43:32,7,0.216
2025-09-15 10:43:33,7,0.216
2025-09-15 10:43:34,7,0.216
2025-09-15 10:43:35,7,0.216
2025-09-15 10:43:36,7,0.216
2025-09-15 10:43:37,7,0.216
2025-09-15 10:43:38,7,0.216
2025-09-15 10:43:39,7,0.216
2025-09-15 10:43:40,7,0.216
2025-09-15 10:43:41,7,0.216
2025-09-15 10:43:42,7,0.216
2025-09-15 10:43:43,7,0.216
2025-09-15 10:43:44,7,0.216
2025-09-15 10:43:45,7,0.216
2025-09-15 10:43:46,7,0.216
2025-09-15 10:43:47,7,0.216
2025-09-15 10:43:48,7,0.216
2025-09-15 10:43:49,7,0.216
2025-09-15 10:43:50,7,0.216
2025-09-15 10:43:51,7,0.216
2025-09-15 10:43:52,7,0.216
2025-09-15 10:43:53,7,0.216
2025-09-15 10:43:54,7,0.216
2025-09-15 10:43:55,7,0.216
2025-09-15 10:43:56,7,0.216
2025-09-15 10:43:57,7,0.216
2025-09-15 10:43:58,7,0.216
2025-09-15 10:43:59,7,0.216
2025-09-15 10:44:00,7,0.216
2025-09-15 10:44:01,7,0.216
2025-09-15 10:44:02,7,0.216
2025-09-15 10:44:03,7,0.216
2025-09-15 10:44:04,7,0.216
2025-09-15 10:44:05,7,0.216
2025-09-15 10:44:06,7,0.216
2025-09-15 10:44:07,7,0.216
2025-09-15 10:44:08,7,0.216
2025-09-15 10:44:09,7,0.216
2025-09-15 10:44:10,7,0.216
2025-09-15 10:44:11,7,0.216
2025-09-15 10:44:12,7,0.216
2025-09-15 10:44:13,7,0.216
2025-09-15 10:44:14,7,0.216
2025-09-15 10:44:15,7,0.216
2025-09-15 10:44:16,7,0.216
2025-09-15 10:44:17,7,0.216
2025-09-15 10:44:18,7,0.216
2025-09-15 10:44:19,7,0.216
2025-09-15 10:44:20,7,0.216
2025-09-15 10:44:21,7,0.216
2025-09-15 10:44:22,7,0.216
2025-09-15 10:44:23,7,0.216
2025-09-15 10:44:24,7,0.216
2025-09-15 10:44:25,7,0.216
2025-09-15 10:44:26,7,0.216
2025-09-15 10:44:27,7,0.216
2025-09-15 10:44:28,7,0.216
2025-09-15 10:44:29,7,0.216
2025-09-15 10:44:30,7,0.216
2025-09-15 10:44:31,7,0.216
2025-09-15 10:44:32,7,0.216
2025-09-15 10:44:33,7,0.216
2025-09-15 10:44:34,7,0.216
2025-09-15 10:44:35,7,0.216
2025-09-15 10:44:36,7,0.216
2025-09-15 10:44:37,7,0.216
2025-09-15 10:44:38,7,0.216
2025-09-15 10:44:39,7,0.216
2025-09-15 10:44:40,7,0.216
2025-09-15 10:44:41,7,0.216
2025-09-15 10:44:42,7,0.216
2025-09-15 10:44:43,7,0.216
2025-09-15 10:44:44,7,0.216
2025-09-15 10:44:45,7,0.216
2025-09-15 10:44:46,7,0.216
2025-09-15 10:44:47,7,0.216
2025-09-15 10:44:48,7,0.216
2025-09-15 10:44:49,7,0.216
2025-09-15 10:44:50,7,0.216
2025-09-15 10:44:51,7,0.216
2025-09-15 10:44:52,7,0.216
2025-09-15 10:44:53,7,0.216
2025-09-15 10:44:54,7,0.216
2025-09-15 10:44:55,7,0.216
2025-09-15 10:44:56,7,0.216
2025-09-15 10:44:57,7,0.216
2025-09-15 10:44:58,7,0.216
2025-09-15 10:44:59,7,0.216
2025-09-15 10:45:00,7,0.216
2025-09-15 10:45:01,7,0.216
2025-09-15 10:45:02,7,0.216
2025-09-15 10:45:03,7,0.216
2025-09-15 10:45:04,7,0.216
2025-09-15 10:45:05,7,0.216
2025-09-15 10:45:06,7,0.216
2025-09-15 10:45:07,7,0.216
2025-09-15 10:45:08,7,0.216
2025-09-15 10:45:09,7,0.216
2025-09-15 10:45:10,7,0.216
2025-09-15 10:45:11,7,0.216
2025-09-15 10:45:12,7,3.46
2025-09-15 10:45:13,7,4.45
2025-09-15 10:45:14,7,5.38
2025-09-15 10:45:15,7,6.40
2025-09-15 10:45:16,7,7.33
2025-09-15 10:45:17,7,6.53
2025-09-15 10:45:18,7,7.47
2025-09-15 10:45:19,7,6.41
2025-09-15 10:45:20,7,7.34
2025-09-15 10:45:21,7,6.54
2025-09-15 10:45:22,7,7.45
2025-09-15 10:45:23,7,6.40
2025-09-15 10:45:24,7,7.34
2025-09-15 10:45:25,7,6.54
2025-09-15 10:45:26,7,7.48
2025-09-15 10:45:27,7,6.41
2025-09-15 10:45:28,7,7.33
2025-09-15 10:45:29,7,6.55
2025-09-15 10:45:30,7,7.48
2025-09-15 10:45:31,7,6.42
2025-09-15 10:45:32,7,7.36
2025-09-15 10:45:33,7,6.29
2025-09-15 10:45:34,7,7.49
2025-09-15 10:45:35,7,6.43
2025-09-15 10:45:36,7,7.37
2025-09-15 10:45:37,7,6.30
2025-09-15 10:45:38,7,7.50
2025-09-15 10:45:39,7,6.44
