"Time","helm"
2025-09-15 10:43:00,254 MiB
2025-09-15 10:44:00,254 MiB
2025-09-15 10:45:00,1.41 GiB
2025-09-15 10:46:00,1.47 GiB
2025-09-15 10:47:00,1.48 GiB
2025-09-15 10:48:00,1.48 GiB
2025-09-15 10:49:00,1.49 GiB
2025-09-15 10:50:00,248 MiB
