"Time","{codecId=""CIT01_122_level-asymmetry-allowed=1;packetization-mode=1;profile-level-id=4d001f"", decoderImplementation=""FFmpeg"", id=""IT01V356543226"", job=""webrtc-internals-exporter"", kind=""video"", mediaType=""video"", mid=""2"", pageUrl=""https://192.168.14.161:30064/?type=webrtc_360"", peerConnectionId=""05934f15-1f9f-4fed-98da-21fea0e38667"", powerEfficientDecoder=""false"", trackIdentifier=""b5e96ddb-bf67-43d2-bfe7-a9d84ed926c9"", transportId=""T01"", type=""inbound-rtp""}","{__name__=""inbound_rtp_packetsLost"", codecId=""CIT01_122_level-asymmetry-allowed=1;packetization-mode=1;profile-level-id=4d001f"", decoderImplementation=""FFmpeg"", id=""IT01V356543226"", job=""webrtc-internals-exporter"", kind=""video"", mediaType=""video"", mid=""2"", pageUrl=""https://192.168.14.161:30064/?type=webrtc_360"", peerConnectionId=""05934f15-1f9f-4fed-98da-21fea0e38667"", powerEfficientDecoder=""false"", trackIdentifier=""b5e96ddb-bf67-43d2-bfe7-a9d84ed926c9"", transportId=""T01"", type=""inbound-rtp""}","{__name__=""inbound_rtp_jitter"", codecId=""CIT01_122_level-asymmetry-allowed=1;packetization-mode=1;profile-level-id=4d001f"", decoderImplementation=""FFmpeg"", id=""IT01V356543226"", job=""webrtc-internals-exporter"", kind=""video"", mediaType=""video"", mid=""2"", pageUrl=""https://192.168.14.161:30064/?type=webrtc_360"", peerConnectionId=""05934f15-1f9f-4fed-98da-21fea0e38667"", powerEfficientDecoder=""false"", trackIdentifier=""b5e96ddb-bf67-43d2-bfe7-a9d84ed926c9"", transportId=""T01"", type=""inbound-rtp""}","{codecId=""CIT01_122_level-asymmetry-allowed=1;packetization-mode=1;profile-level-id=4d001f"", decoderImplementation=""FFmpeg"", id=""IT01V356543226"", job=""webrtc-internals-exporter"", kind=""video"", mediaType=""video"", mid=""2"", pageUrl=""https://192.168.14.161:30064/?type=webrtc_360"", peerConnectionId=""05934f15-1f9f-4fed-98da-21fea0e38667"", powerEfficientDecoder=""false"", trackIdentifier=""b5e96ddb-bf67-43d2-bfe7-a9d84ed926c9"", transportId=""T01"", type=""inbound-rtp""}","{__name__=""inbound_rtp_framesDecoded"", codecId=""CIT01_122_level-asymmetry-allowed=1;packetization-mode=1;profile-level-id=4d001f"", decoderImplementation=""FFmpeg"", id=""IT01V356543226"", job=""webrtc-internals-exporter"", kind=""video"", mediaType=""video"", mid=""2"", pageUrl=""https://192.168.14.161:30064/?type=webrtc_360"", peerConnectionId=""05934f15-1f9f-4fed-98da-21fea0e38667"", powerEfficientDecoder=""false"", trackIdentifier=""b5e96ddb-bf67-43d2-bfe7-a9d84ed926c9"", transportId=""T01"", type=""inbound-rtp""}","{__name__=""inbound_rtp_frameHeight"", codecId=""CIT01_122_level-asymmetry-allowed=1;packetization-mode=1;profile-level-id=4d001f"", decoderImplementation=""FFmpeg"", id=""IT01V356543226"", job=""webrtc-internals-exporter"", kind=""video"", mediaType=""video"", mid=""2"", pageUrl=""https://192.168.14.161:30064/?type=webrtc_360"", peerConnectionId=""05934f15-1f9f-4fed-98da-21fea0e38667"", powerEfficientDecoder=""false"", trackIdentifier=""b5e96ddb-bf67-43d2-bfe7-a9d84ed926c9"", transportId=""T01"", type=""inbound-rtp""}","{__name__=""inbound_rtp_frameWidth"", codecId=""CIT01_122_level-asymmetry-allowed=1;packetization-mode=1;profile-level-id=4d001f"", decoderImplementation=""FFmpeg"", id=""IT01V356543226"", job=""webrtc-internals-exporter"", kind=""video"", mediaType=""video"", mid=""2"", pageUrl=""https://192.168.14.161:30064/?type=webrtc_360"", peerConnectionId=""05934f15-1f9f-4fed-98da-21fea0e38667"", powerEfficientDecoder=""false"", trackIdentifier=""b5e96ddb-bf67-43d2-bfe7-a9d84ed926c9"", transportId=""T01"", type=""inbound-rtp""}","{__name__=""inbound_rtp_framesPerSecond"", codecId=""CIT01_122_level-asymmetry-allowed=1;packetization-mode=1;profile-level-id=4d001f"", decoderImplementation=""FFmpeg"", id=""IT01V356543226"", job=""webrtc-internals-exporter"", kind=""video"", mediaType=""video"", mid=""2"", pageUrl=""https://192.168.14.161:30064/?type=webrtc_360"", peerConnectionId=""05934f15-1f9f-4fed-98da-21fea0e38667"", powerEfficientDecoder=""false"", trackIdentifier=""b5e96ddb-bf67-43d2-bfe7-a9d84ed926c9"", transportId=""T01"", type=""inbound-rtp""}","{__name__=""inbound_rtp_totalFreezesDuration"", codecId=""CIT01_122_level-asymmetry-allowed=1;packetization-mode=1;profile-level-id=4d001f"", decoderImplementation=""FFmpeg"", id=""IT01V356543226"", job=""webrtc-internals-exporter"", kind=""video"", mediaType=""video"", mid=""2"", pageUrl=""https://192.168.14.161:30064/?type=webrtc_360"", peerConnectionId=""05934f15-1f9f-4fed-98da-21fea0e38667"", powerEfficientDecoder=""false"", trackIdentifier=""b5e96ddb-bf67-43d2-bfe7-a9d84ed926c9"", transportId=""T01"", type=""inbound-rtp""}","{codecId=""CIT01_122_level-asymmetry-allowed=1;packetization-mode=1;profile-level-id=4d001f"", decoderImplementation=""FFmpeg"", id=""IT01V356543226"", job=""webrtc-internals-exporter"", kind=""video"", mediaType=""video"", mid=""2"", pageUrl=""https://192.168.14.161:30064/?type=webrtc_360"", peerConnectionId=""05934f15-1f9f-4fed-98da-21fea0e38667"", powerEfficientDecoder=""false"", trackIdentifier=""b5e96ddb-bf67-43d2-bfe7-a9d84ed926c9"", transportId=""T01"", type=""inbound-rtp""}"
2025-09-11 13:00:30,28726965,16007,0.0310,0.103,6510,2160,3840,5,2.34,3068
2025-09-11 13:00:31,28635224,16007,0.0300,0.103,6527,2160,3840,26,5.50,3056
2025-09-11 13:00:32,19166816,16007,0.0300,0.103,6527,2160,3840,26,5.50,2046
2025-09-11 13:00:33,27540773,16541,0.0410,0.103,6574,2160,3840,22,5.50,2939
2025-09-11 13:00:34,27656341,16541,0.0390,0.103,6598,2160,3840,24,5.50,2951
2025-09-11 13:00:35,37350176,16541,0.0310,0.104,6622,2160,3840,24,5.50,3985
2025-09-11 13:00:36,28609827,16541,0.0270,0.104,6646,2160,3840,24,5.50,3053
2025-09-11 13:00:37,28678035,16541,0.0280,0.104,6670,2160,3840,24,5.50,3061
2025-09-11 13:00:38,28916491,16541,0.0260,0.104,6695,2160,3840,25,5.50,3086
2025-09-11 13:00:39,29544107,16541,0.0250,0.105,6721,2160,3840,26,5.50,3152
2025-09-11 13:00:40,29066856,16541,0.0260,0.105,6746,2160,3840,25,5.50,3101
2025-09-11 13:00:41,28311976,16541,0.0260,0.105,6770,2160,3840,24,5.50,3022
2025-09-11 13:00:42,28251755,16541,0.0250,0.105,6795,2160,3840,25,5.50,3015
2025-09-11 13:00:43,28722528,16541,0.0340,0.106,6821,2160,3840,26,5.50,3070
2025-09-11 13:00:44,28816512,16541,0.0330,0.106,6846,2160,3840,25,5.50,3080
2025-09-11 13:00:45,28348221,16541,0.0320,0.106,6870,2160,3840,24,5.50,3031
2025-09-11 13:00:46,27742419,16541,0.0300,0.106,6894,2160,3840,24,5.50,2961
2025-09-11 13:00:47,28618219,16541,0.0280,0.106,6919,2160,3840,25,5.50,3058
2025-09-11 13:00:48,29197133,16541,0.0330,0.107,6946,2160,3840,27,5.50,3121
2025-09-11 13:00:49,29218955,16541,0.0330,0.107,6970,2160,3840,24,5.50,3123
2025-09-11 13:00:50,28311000,16541,0.0310,0.107,6994,2160,3840,24,5.50,3023
2025-09-11 13:00:51,27790763,16541,0.0310,0.107,7018,2160,3840,24,5.50,2965
2025-09-11 13:00:52,28025987,16541,0.0280,0.107,7042,2160,3840,24,5.50,2991
2025-09-11 13:00:53,28584648,16541,0.0350,0.108,7067,2160,3840,25,5.50,3060
2025-09-11 13:00:54,28868827,16541,0.0330,0.108,7092,2160,3840,25,5.50,3091
2025-09-11 13:00:55,28844669,16541,0.0320,0.108,7116,2160,3840,24,5.50,3087
2025-09-11 13:00:56,28265821,16541,0.0290,0.108,7140,2160,3840,24,5.50,3016
2025-09-11 13:00:57,27965005,16541,0.0280,0.108,7163,2160,3840,23,5.50,2983
2025-09-11 13:00:58,28301448,16541,0.0350,0.108,7188,2160,3840,25,5.50,3020
2025-09-11 13:00:59,28738024,16541,0.0350,0.109,7212,2160,3840,24,5.50,3067
2025-09-11 13:01:00,29067944,16541,0.0320,0.109,7236,2160,3840,24,5.50,3103
2025-09-11 13:01:01,28705061,16541,0.0290,0.109,7261,2160,3840,25,5.50,3064
2025-09-11 13:01:02,28371669,16541,0.0280,0.109,7284,2160,3840,23,5.50,3028
2025-09-11 13:01:03,28575120,16541,0.0350,0.109,7309,2160,3840,25,5.50,3061
2025-09-11 13:01:04,28652723,16541,0.0320,0.109,7334,2160,3840,25,5.50,3069
2025-09-11 13:01:05,28871931,16541,0.0330,0.110,7357,2160,3840,23,5.50,3093
2025-09-11 13:01:06,28298819,16541,0.0290,0.110,7381,2160,3840,24,5.50,3020
2025-09-11 13:01:07,28414509,16541,0.0290,0.110,7405,2160,3840,24,5.50,3032
2025-09-11 13:01:08,28597987,16541,0.0280,0.110,7429,2160,3840,24,5.50,3052
2025-09-11 13:01:09,28632528,16541,0.0270,0.110,7453,2160,3840,24,5.50,3055
2025-09-11 13:01:10,28461213,16541,0.0260,0.110,7477,2160,3840,24,5.50,3037
2025-09-11 13:01:11,28053085,16541,0.0270,0.110,7500,2160,3840,23,5.50,2994
2025-09-11 13:01:12,28133248,16541,0.0250,0.110,7524,2160,3840,24,5.50,3003
2025-09-11 13:01:13,28304208,16541,0.0270,0.111,7548,2160,3840,24,5.50,3021
2025-09-11 13:01:14,28472317,16541,0.0290,0.111,7572,2160,3840,24,5.50,3039
2025-09-11 13:01:15,28590997,16541,0.0340,0.111,7597,2160,3840,25,5.50,3052
2025-09-11 13:01:16,28495584,16541,0.0340,0.111,7620,2160,3840,23,5.50,3042
2025-09-11 13:01:17,28254168,16541,0.0320,0.111,7643,2160,3840,23,5.50,3015
2025-09-11 13:01:18,28072037,16541,0.0300,0.111,7667,2160,3840,24,5.50,2995
2025-09-11 13:01:19,28361283,16541,0.0300,0.111,7691,2160,3840,24,5.50,3026
2025-09-11 13:01:20,28488675,16541,0.0350,0.111,7715,2160,3840,24,5.50,3045
2025-09-11 13:01:21,28786469,16541,0.0350,0.112,7739,2160,3840,24,5.50,3077
2025-09-11 13:01:22,28581837,16541,0.0330,0.112,7763,2160,3840,24,5.50,3056
2025-09-11 13:01:23,28835224,16541,0.0290,0.112,7788,2160,3840,25,5.50,3077
2025-09-11 13:01:24,28786491,16541,0.0290,0.112,7812,2160,3840,24,5.50,3073
2025-09-11 13:01:25,28853176,16541,0.0360,0.112,7837,2160,3840,25,5.50,3078
2025-09-11 13:01:26,28933781,16541,0.0350,0.112,7861,2160,3840,24,5.50,3087
