"Time","helm"
2025-09-11 12:57:00,1.26 GiB
2025-09-11 12:58:00,1.26 GiB
2025-09-11 12:59:00,1.28 GiB
2025-09-11 13:00:00,1.28 GiB
2025-09-11 13:01:00,1.28 GiB
