"Time","helm"
2025-09-11 13:42:00,1.15 GiB
2025-09-11 13:43:00,2.14 GiB
2025-09-11 13:44:00,2.33 GiB
2025-09-11 13:45:00,2.34 GiB
2025-09-11 13:46:00,2.34 GiB
2025-09-11 13:47:00,2.35 GiB
2025-09-11 13:48:00,2.35 GiB
2025-09-11 13:49:00,2.35 GiB
2025-09-11 13:50:00,2.35 GiB
2025-09-11 13:51:00,1.15 GiB
