"Time","helm"
2025-09-08 11:35:00,368 MiB
2025-09-08 11:36:00,1.31 GiB
2025-09-08 11:37:00,1.47 GiB
2025-09-08 11:38:00,1.47 GiB
2025-09-08 11:39:00,1.47 GiB
2025-09-08 11:40:00,1.47 GiB
2025-09-08 11:41:00,368 MiB
