"Time","helm"
2025-09-11 15:38:00,2.29 GiB
2025-09-11 15:39:00,1.16 GiB
2025-09-11 15:40:00,2.17 GiB
2025-09-11 15:41:00,2.32 GiB
2025-09-11 15:42:00,2.32 GiB
2025-09-11 15:43:00,2.32 GiB
2025-09-11 15:44:00,2.32 GiB
2025-09-11 15:45:00,1.16 GiB
