"Time","helm"
2025-09-08 13:45:00,368 MiB
2025-09-08 13:46:00,368 MiB
2025-09-08 13:47:00,1.31 GiB
2025-09-08 13:48:00,1.48 GiB
2025-09-08 13:49:00,1.48 GiB
2025-09-08 13:50:00,1.49 GiB
2025-09-08 13:51:00,1.49 GiB
2025-09-08 13:52:00,368 MiB
