"Time","{__name__=""bitrate"", job=""dash-js-internals-exporter"", pageUrl=""https://192.168.14.161:30064/?type=dash&url=https://192.168.14.161:30066/360_mono.mpd"", peerConnectionId=""1_video""}","{__name__=""bufferLevel"", job=""dash-js-internals-exporter"", pageUrl=""https://192.168.14.161:30064/?type=dash&url=https://192.168.14.161:30066/360_mono.mpd"", peerConnectionId=""1_video""}","{__name__=""liveLatency"", job=""dash-js-internals-exporter"", pageUrl=""https://192.168.14.161:30064/?type=dash&url=https://192.168.14.161:30066/360_mono.mpd"", peerConnectionId=""1_video""}","{__name__=""droppedFrames"", job=""dash-js-internals-exporter"", pageUrl=""https://192.168.14.161:30064/?type=dash&url=https://192.168.14.161:30066/360_mono.mpd"", peerConnectionId=""1_video""}","{__name__=""frameheight"", job=""dash-js-internals-exporter"", pageUrl=""https://192.168.14.161:30064/?type=dash&url=https://192.168.14.161:30066/360_mono.mpd"", peerConnectionId=""1_video""}"
2025-09-15 15:40:22,5000,0,6.37,0,720
2025-09-15 15:40:23,15000,1.57,6.75,0,1080
2025-09-15 15:40:24,15000,2.38,6.75,0,1080
2025-09-15 15:40:25,5000,5.45,6.75,0,720
2025-09-15 15:40:26,5000,4.38,6.75,0,720
2025-09-15 15:40:27,5000,5.59,6.75,0,720
2025-09-15 15:40:28,5000,4.43,6.75,0,720
2025-09-15 15:40:29,5000,5.46,6.75,0,720
2025-09-15 15:40:30,15000,4.40,6.75,0,1080
2025-09-15 15:40:31,15000,5.56,6.75,0,1080
2025-09-15 15:40:32,15000,4.48,6.75,0,1080
2025-09-15 15:40:33,15000,5.48,6.75,0,1080
2025-09-15 15:40:34,15000,4.41,6.75,0,1080
2025-09-15 15:40:35,15000,5.62,6.75,0,1080
2025-09-15 15:40:36,15000,4.56,6.75,0,1080
2025-09-15 15:40:37,15000,5.49,6.75,0,1080
2025-09-15 15:40:38,15000,4.43,6.75,0,1080
2025-09-15 15:40:39,15000,5.63,6.75,0,1080
2025-09-15 15:40:40,15000,4.57,6.75,0,1080
2025-09-15 15:40:41,15000,5.51,6.75,0,1080
2025-09-15 15:40:42,15000,4.41,6.75,0,1080
2025-09-15 15:40:43,15000,5.38,6.75,0,1080
2025-09-15 15:40:44,15000,4.59,6.75,0,1080
2025-09-15 15:40:45,15000,5.52,6.75,0,1080
2025-09-15 15:40:46,15000,4.46,6.75,0,1080
2025-09-15 15:40:47,15000,5.40,6.75,0,1080
2025-09-15 15:40:48,15000,4.60,6.75,0,1080
2025-09-15 15:40:49,15000,5.54,6.75,0,1080
2025-09-15 15:40:50,15000,4.48,6.75,0,1080
2025-09-15 15:40:51,15000,5.41,6.75,0,1080
2025-09-15 15:40:52,15000,4.62,6.76,0,1080
2025-09-15 15:40:53,15000,5.56,6.76,0,1080
2025-09-15 15:40:54,15000,4.49,6.76,0,1080
2025-09-15 15:40:55,15000,5.43,6.76,0,1080
2025-09-15 15:40:56,15000,4.40,6.76,0,1080
2025-09-15 15:40:57,15000,5.57,6.76,0,1080
2025-09-15 15:40:58,15000,4.51,6.76,0,1080
2025-09-15 15:40:59,15000,5.45,6.76,0,1080
2025-09-15 15:41:00,15000,4.38,6.76,0,1080
2025-09-15 15:41:01,15000,5.59,6.76,0,1080
2025-09-15 15:41:02,15000,4.52,6.76,1,1080
2025-09-15 15:41:03,15000,5.46,6.76,1,1080
2025-09-15 15:41:04,15000,4.40,6.76,1,1080
2025-09-15 15:41:05,15000,3.60,6.76,1,1080
2025-09-15 15:41:06,15000,2.54,6.76,1,1080
2025-09-15 15:41:07,15000,3.48,6.76,1,1080
2025-09-15 15:41:08,15000,4.41,6.76,1,1080
2025-09-15 15:41:09,15000,3.62,6.76,1,1080
2025-09-15 15:41:10,15000,4.38,6.76,1,1080
2025-09-15 15:41:11,15000,3.49,6.76,1,1080
2025-09-15 15:41:12,15000,4.43,6.76,1,1080
2025-09-15 15:41:13,15000,3.63,6.76,1,1080
2025-09-15 15:41:14,15000,4.57,6.76,2,1080
2025-09-15 15:41:15,15000,5.47,6.76,2,1080
2025-09-15 15:41:16,15000,4.45,6.76,2,1080
2025-09-15 15:41:17,15000,5.38,6.76,2,1080
2025-09-15 15:41:18,15000,4.48,6.76,2,1080
2025-09-15 15:41:19,15000,5.40,6.76,2,1080
2025-09-15 15:41:20,15000,4.46,6.76,2,1080
2025-09-15 15:41:21,15000,5.40,6.76,2,1080
2025-09-15 15:41:22,15000,4.52,6.76,2,1080
2025-09-15 15:41:23,15000,5.45,6.76,2,1080
2025-09-15 15:41:24,15000,4.48,6.76,2,1080
2025-09-15 15:41:25,15000,5.41,6.76,2,1080
2025-09-15 15:41:26,15000,4.62,6.76,2,1080
2025-09-15 15:41:27,15000,5.49,6.76,2,1080
2025-09-15 15:41:28,15000,4.49,6.76,2,1080
2025-09-15 15:41:29,15000,5.43,6.76,2,1080
2025-09-15 15:41:30,15000,4.62,6.76,2,1080
2025-09-15 15:41:31,15000,5.57,6.76,2,1080
2025-09-15 15:41:32,15000,4.46,6.76,2,1080
2025-09-15 15:41:33,15000,5.38,6.76,2,1080
2025-09-15 15:41:34,15000,4.38,6.76,2,1080
2025-09-15 15:41:35,15000,5.59,6.76,2,1080
2025-09-15 15:41:36,15000,4.52,6.76,2,1080
2025-09-15 15:41:37,15000,3.46,6.76,2,1080
2025-09-15 15:41:38,15000,2.40,6.76,2,1080
