"Time","{__name__=""bitrate"", job=""dash-js-internals-exporter"", pageUrl=""https://192.168.14.161:30064/?type=dash&url=https://192.168.14.161:30066/360_mono.mpd"", peerConnectionId=""1_audio""}","{__name__=""bufferLevel"", job=""dash-js-internals-exporter"", pageUrl=""https://192.168.14.161:30064/?type=dash&url=https://192.168.14.161:30066/360_mono.mpd"", peerConnectionId=""1_audio""}"
2025-09-15 15:41:04,7,6.33
2025-09-15 15:41:05,7,5.53
2025-09-15 15:41:06,7,4.47
2025-09-15 15:41:07,7,5.40
2025-09-15 15:41:08,7,6.34
2025-09-15 15:41:09,7,5.54
2025-09-15 15:41:10,7,6.30
2025-09-15 15:41:11,7,5.41
2025-09-15 15:41:12,7,6.35
2025-09-15 15:41:13,7,5.55
2025-09-15 15:41:14,7,4.49
2025-09-15 15:41:15,7,5.42
2025-09-15 15:41:16,7,4.36
2025-09-15 15:41:17,7,5.29
2025-09-15 15:41:18,7,6.39
2025-09-15 15:41:19,7,5.31
2025-09-15 15:41:20,7,6.37
2025-09-15 15:41:21,7,5.30
2025-09-15 15:41:22,7,6.32
2025-09-15 15:41:23,7,5.35
2025-09-15 15:41:24,7,4.38
2025-09-15 15:41:25,7,5.31
2025-09-15 15:41:26,7,4.52
2025-09-15 15:41:27,7,5.39
2025-09-15 15:41:28,7,4.39
2025-09-15 15:41:29,7,5.32
2025-09-15 15:41:30,7,6.51
2025-09-15 15:41:31,7,5.46
2025-09-15 15:41:32,7,6.35
2025-09-15 15:41:33,7,5.27
2025-09-15 15:41:34,7,6.27
2025-09-15 15:41:35,7,5.47
2025-09-15 15:41:36,7,4.41
2025-09-15 15:41:37,7,5.34
2025-09-15 15:41:38,7,4.28
2025-09-15 15:41:39,7,5.33
2025-09-15 15:41:40,7,4.42
2025-09-15 15:41:41,7,3.35
2025-09-15 15:41:42,7,2.28
2025-09-15 15:41:43,7,1.50
2025-09-15 15:41:44,7,4.43
2025-09-15 15:41:45,7,3.36
2025-09-15 15:41:46,7,4.30
2025-09-15 15:41:47,7,5.50
2025-09-15 15:41:48,7,4.43
2025-09-15 15:41:49,7,5.37
2025-09-15 15:41:50,7,6.30
2025-09-15 15:41:51,7,5.24
2025-09-15 15:41:52,7,4.45
2025-09-15 15:41:53,7,5.38
2025-09-15 15:41:54,7,4.32
2025-09-15 15:41:55,7,3.25
2025-09-15 15:41:56,7,2.24
2025-09-15 15:41:57,7,3.39
2025-09-15 15:41:58,7,2.33
2025-09-15 15:41:59,7,5.26
2025-09-15 15:42:00,7,6.27
2025-09-15 15:42:01,7,5.40
2025-09-15 15:42:02,7,6.33
2025-09-15 15:42:03,7,5.27
2025-09-15 15:42:04,7,4.47
2025-09-15 15:42:05,7,5.24
2025-09-15 15:42:06,7,6.27
2025-09-15 15:42:07,7,5.28
2025-09-15 15:42:08,7,6.21
2025-09-15 15:42:09,7,5.42
2025-09-15 15:42:10,7,4.36
2025-09-15 15:42:11,7,5.27
2025-09-15 15:42:12,7,6.22
2025-09-15 15:42:13,7,5.43
2025-09-15 15:42:14,7,4.36
2025-09-15 15:42:15,7,5.30
2025-09-15 15:42:16,7,6.21
2025-09-15 15:42:17,7,5.44
2025-09-15 15:42:18,7,4.28
2025-09-15 15:42:19,7,5.20
2025-09-15 15:42:20,7,6.24
2025-09-15 15:42:21,7,5.45
2025-09-15 15:42:22,7,6.32
2025-09-15 15:42:23,7,5.32
2025-09-15 15:42:24,7,4.26
2025-09-15 15:42:25,7,5.19
2025-09-15 15:42:26,7,4.39
2025-09-15 15:42:27,7,5.28
2025-09-15 15:42:28,7,6.20
2025-09-15 15:42:29,7,5.20
2025-09-15 15:42:30,7,6.40
2025-09-15 15:42:31,7,5.34
2025-09-15 15:42:32,7,4.27
2025-09-15 15:42:33,7,5.21
2025-09-15 15:42:34,7,6.41
2025-09-15 15:42:35,7,5.35
2025-09-15 15:42:36,7,6.28
2025-09-15 15:42:37,7,5.20
2025-09-15 15:42:38,7,6.27
2025-09-15 15:42:39,7,5.36
2025-09-15 15:42:40,7,4.29
2025-09-15 15:42:41,7,5.23
2025-09-15 15:42:42,7,4.17
2025-09-15 15:42:43,7,3.37
2025-09-15 15:42:44,7,4.30
2025-09-15 15:42:45,7,3.24
2025-09-15 15:42:46,7,2.18
2025-09-15 15:42:47,7,5.37
2025-09-15 15:42:48,7,4.31
2025-09-15 15:42:49,7,5.25
2025-09-15 15:42:50,7,4.18
2025-09-15 15:42:51,7,5.17
2025-09-15 15:42:52,7,6.22
2025-09-15 15:42:53,7,5.26
2025-09-15 15:42:54,7,4.19
2025-09-15 15:42:55,7,5.21
2025-09-15 15:42:56,7,4.33
2025-09-15 15:42:57,7,3.27
2025-09-15 15:42:58,7,2.21
2025-09-15 15:42:59,7,1.14
2025-09-15 15:43:00,7,2.34
2025-09-15 15:43:01,7,1.28
2025-09-15 15:43:02,7,2.22
2025-09-15 15:43:03,7,5.15
2025-09-15 15:43:04,7,6.19
2025-09-15 15:43:05,7,5.12
2025-09-15 15:43:06,7,4.22
2025-09-15 15:43:07,7,5.15
2025-09-15 15:43:08,7,4.35
2025-09-15 15:43:09,7,5.29
2025-09-15 15:43:10,7,4.23
2025-09-15 15:43:11,7,3.16
2025-09-15 15:43:12,7,2.29
2025-09-15 15:43:13,7,3.30
2025-09-15 15:43:14,7,2.13
2025-09-15 15:43:15,7,5.17
2025-09-15 15:43:16,7,4.11
2025-09-15 15:43:17,7,3.31
2025-09-15 15:43:18,7,2.17
2025-09-15 15:43:19,7,5.18
2025-09-15 15:43:20,7,6.11
2025-09-15 15:43:21,7,5.32
2025-09-15 15:43:22,7,6.20
2025-09-15 15:43:23,7,5.13
2025-09-15 15:43:24,7,6.09
2025-09-15 15:43:25,7,5.33
2025-09-15 15:43:26,7,6.14
2025-09-15 15:43:27,7,5.20
2025-09-15 15:43:28,7,4.14
2025-09-15 15:43:29,7,3.34
2025-09-15 15:43:30,7,2.28
2025-09-15 15:43:31,7,3.21
2025-09-15 15:43:32,7,2.15
2025-09-15 15:43:33,7,3.08
2025-09-15 15:43:34,7,2.29
2025-09-15 15:43:35,7,3.22
2025-09-15 15:43:36,7,4.15
2025-09-15 15:43:37,7,5.09
2025-09-15 15:43:38,7,6.13
2025-09-15 15:43:39,7,5.23
2025-09-15 15:43:40,7,4.16
2025-09-15 15:43:41,7,5.10
2025-09-15 15:43:42,7,4.30
2025-09-15 15:43:43,7,5.24
2025-09-15 15:43:44,7,4.17
2025-09-15 15:43:45,7,5.11
2025-09-15 15:43:46,7,4.31
2025-09-15 15:43:47,7,3.25
2025-09-15 15:43:48,7,4.18
2025-09-15 15:43:49,7,5.12
2025-09-15 15:43:50,7,6.05
2025-09-15 15:43:51,7,5.26
2025-09-15 15:43:52,7,6.19
2025-09-15 15:43:53,7,5.13
2025-09-15 15:43:54,7,6.06
2025-09-15 15:43:55,7,5.09
2025-09-15 15:43:56,7,6.20
2025-09-15 15:43:57,7,5.14
2025-09-15 15:43:58,7,4.07
2025-09-15 15:43:59,7,5.27
2025-09-15 15:44:00,7,4.21
2025-09-15 15:44:01,7,5.15
2025-09-15 15:44:02,7,4.08
2025-09-15 15:44:03,7,5.17
2025-09-15 15:44:04,7,4.22
2025-09-15 15:44:05,7,5.16
2025-09-15 15:44:06,7,4.09
2025-09-15 15:44:07,7,5.03
2025-09-15 15:44:08,7,4.23
2025-09-15 15:44:09,7,5.16
2025-09-15 15:44:10,7,6.10
2025-09-15 15:44:11,7,5.04
2025-09-15 15:44:12,7,4.18
2025-09-15 15:44:13,7,5.10
2025-09-15 15:44:14,7,4.11
2025-09-15 15:44:15,7,5.05
2025-09-15 15:44:16,7,4.25
2025-09-15 15:44:17,7,5.18
2025-09-15 15:44:18,7,4.12
2025-09-15 15:44:19,7,5.06
2025-09-15 15:44:20,7,4.26
2025-09-15 15:44:21,7,5.18
2025-09-15 15:44:22,7,6.03
2025-09-15 15:44:23,7,5.07
2025-09-15 15:44:24,7,6.00
2025-09-15 15:44:25,7,5.20
2025-09-15 15:44:26,7,4.14
2025-09-15 15:44:27,7,5.07
2025-09-15 15:44:28,7,4.01
2025-09-15 15:44:29,7,3.22
2025-09-15 15:44:30,7,2.15
2025-09-15 15:44:31,7,3.09
2025-09-15 15:44:32,7,6.02
2025-09-15 15:44:33,7,5.22
2025-09-15 15:44:34,7,6.16
2025-09-15 15:44:35,7,5.09
2025-09-15 15:44:36,7,6.03
2025-09-15 15:44:37,7,5.23
2025-09-15 15:44:38,7,4.17
2025-09-15 15:44:39,7,5.10
2025-09-15 15:44:40,7,4.04
2025-09-15 15:44:41,7,4.97
2025-09-15 15:44:42,7,4.18
2025-09-15 15:44:43,7,5.11
2025-09-15 15:44:44,7,4.05
2025-09-15 15:44:45,7,2.99
2025-09-15 15:44:46,7,3.98
2025-09-15 15:44:47,7,3.13
2025-09-15 15:44:48,7,4.06
2025-09-15 15:44:49,7,4.99
2025-09-15 15:44:50,7,6.02
2025-09-15 15:44:51,7,5.13
2025-09-15 15:44:52,7,4.07
2025-09-15 15:44:53,7,5.00
2025-09-15 15:44:54,7,4.21
2025-09-15 15:44:55,7,3.14
2025-09-15 15:44:56,7,2.08
2025-09-15 15:44:57,7,3.02
2025-09-15 15:44:58,7,1.95
2025-09-15 15:44:59,7,1.16
2025-09-15 15:45:00,7,1.95
2025-09-15 15:45:01,7,3.03
2025-09-15 15:45:02,7,5.96
2025-09-15 15:45:03,7,5.16
2025-09-15 15:45:04,7,6.09
2025-09-15 15:45:05,7,5.03
2025-09-15 15:45:06,7,5.97
2025-09-15 15:45:07,7,5.17
2025-09-15 15:45:08,7,4.11
2025-09-15 15:45:09,7,5.04
2025-09-15 15:45:10,7,3.98
2025-09-15 15:45:11,7,5.18
2025-09-15 15:45:12,7,4.07
2025-09-15 15:45:13,7,5.05
2025-09-15 15:45:14,7,5.99
2025-09-15 15:45:15,7,4.92
2025-09-15 15:45:16,7,5.95
2025-09-15 15:45:17,7,5.06
2025-09-15 15:45:18,7,3.95
2025-09-15 15:45:19,7,4.93
2025-09-15 15:45:20,7,4.14
2025-09-15 15:45:21,7,5.07
2025-09-15 15:45:22,7,4.01
2025-09-15 15:45:23,7,4.94
2025-09-15 15:45:24,7,6.14
2025-09-15 15:45:25,7,5.08
2025-09-15 15:45:26,7,6.01
2025-09-15 15:45:27,7,4.95
2025-09-15 15:45:28,7,4.15
2025-09-15 15:45:29,7,5.09
2025-09-15 15:45:30,7,5.94
2025-09-15 15:45:31,7,4.96
2025-09-15 15:45:32,7,5.89
2025-09-15 15:45:33,7,5.10
2025-09-15 15:45:34,7,4.04
2025-09-15 15:45:35,7,4.97
2025-09-15 15:45:36,7,3.91
2025-09-15 15:45:37,7,5.11
2025-09-15 15:45:38,7,6.03
2025-09-15 15:45:39,7,4.98
2025-09-15 15:45:40,7,3.92
2025-09-15 15:45:41,7,5.12
2025-09-15 15:45:42,7,4.05
2025-09-15 15:45:43,7,2.99
2025-09-15 15:45:44,7,1.93
2025-09-15 15:45:45,7,1.93
2025-09-15 15:45:46,7,1.93
2025-09-15 15:45:47,7,1.93
2025-09-15 15:45:48,7,1.93
2025-09-15 15:45:49,7,1.93
2025-09-15 15:45:50,7,1.93
2025-09-15 15:45:51,7,1.93
2025-09-15 15:45:52,7,1.93
2025-09-15 15:45:53,7,1.93
2025-09-15 15:45:54,7,1.93
2025-09-15 15:45:55,7,1.93
2025-09-15 15:45:56,7,1.93
2025-09-15 15:45:57,7,1.93
2025-09-15 15:45:58,7,1.93
2025-09-15 15:45:59,7,1.93
2025-09-15 15:46:00,7,1.93
