"Time","helm"
2025-09-10 10:13:00,0.000569
2025-09-10 10:14:00,0.294
2025-09-10 10:15:00,0.657
2025-09-10 10:16:00,1.43
2025-09-10 10:17:00,2.11
2025-09-10 10:18:00,2.73
2025-09-10 10:19:00,3.01
